,40,20,10,5,2,1
1M,0.9244984160506864,1.0028636884306987,1.00401376146789,1.0005714285714284,0.9870349492671927,1.0
10M,0.9937238493723849,1.0016870518768453,0.9928929765886289,0.992478061011283,0.9830298013245033,1.0
100M,1.0008919611996878,1.003577417551705,1.0166477916194792,1.0226703121439964,1.0122913847541724,1.0
1G,0.986067471473458,0.9931709348323964,1.0000978391524336,0.9919868017911855,1.005197870278016,1.0
