,40,20,10,5,2,1
1M,0.34529522219904024,0.5160586217648894,0.6821929101401484,0.7991308546595847,0.8921832884097035,1.0
10M,0.3572465270578478,0.508259587020649,0.650925576123914,0.755701754385965,0.8441940225379717,1.0
100M,0.365885606170863,0.4543647207663112,0.51909973157134,0.5788625374165323,0.6291291291291291,1.0
1G,0.43058815287070445,0.46534166193450693,0.49126733543823187,0.45514125967341795,0.45761512974200513,1.0
