,40,20,10,5,2,1
1M,0.34687434224373814,0.5158059467918623,0.6801485761452744,0.7980629539951574,0.8898488120950323,1.0
10M,0.3500837520938023,0.49658449658449655,0.6297551789077213,0.7310887625710538,0.8140214216163584,1.0
100M,0.26533742331288346,0.3303245964242319,0.3825894652191395,0.4226071507883633,0.48238276299112803,1.0
1G,0.13222791874878317,0.13940202517788725,0.1466882649388049,0.1550077979383012,0.17493024254131787,1.0
