,40,20,10,5,2,1
1M,0.28502490660024904,0.4595883534136546,0.6490606168025522,0.8069634200088144,0.9242806663301363,1.0
10M,0.5575982209043736,0.8370799020698865,1.0642331635540465,1.208547557840617,1.1568748077514612,1.0
100M,1.9294668359251033,2.207206389544382,2.34784707472485,2.0914172686618504,1.5838869350006513,1.0
1G,3.498882498435498,3.540131459928843,3.1941021246497456,2.5218437218093563,1.6035290422146653,1.0
