,40,20,10,5,2,1
1M,0.33993993993993993,0.5109840505567258,0.6669285153181461,0.7879350348027843,0.873906330416881,1.0
10M,0.37521917007597894,0.5289755561658884,0.6648256817397308,0.7664146438519698,0.8480845442536328,1.0
100M,0.5194015895278168,0.6306229601248758,0.6721113127646703,0.7060692723228472,0.798275552362134,1.0
1G,0.7340768277571252,0.7528536438837284,0.7863210734626894,0.7722317026924536,0.7133911368015415,1.0
