,40,20,10,5,2,1
1M,2.6441098317094776,3.3617117117117115,3.6184242424242425,2.897689768976898,1.6566037735849057,1.0
10M,11.00925925925926,10.072494189969262,7.639563313811338,4.324332153202446,1.9288647065579416,1.0
100M,17.55488013924418,15.13921013429764,8.700175790567432,4.54918128015527,1.9818845757635302,1.0
1G,18.705610889914418,16.201236771083988,8.772376826880112,4.605694743375118,1.9768433105012375,1.0
